status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_1583080255142431,video,2/17/2018 4:15,372,456,37,334,31,1,1,1,4
246675545449582_1580958342021289,photo,2/15/2018 3:47,445,9,0,419,23,3,0,0,0
246675545449582_1580162495434207,video,2/14/2018 8:23,128,60,11,114,13,0,0,0,1
246675545449582_1578866802230443,video,2/13/2018 1:16,186,235,46,163,19,0,3,0,1
246675545449582_1577938978989892,video,2/12/2018 3:28,309,444,36,254,42,2,8,3,0
246675545449582_1577078175742639,photo,2/11/2018 5:55,77,11,3,75,2,0,0,0,0
246675545449582_1576207142496409,video,2/10/2018 7:54,119,72,28,103,16,0,0,0,0
246675545449582_1574973649286425,photo,2/9/2018 1:48,100,21,13,95,5,0,0,0,0
246675545449582_1574253679358422,video,2/8/2018 9:14,240,255,111,193,44,1,1,0,1
246675545449582_1573231492793974,video,2/7/2018 8:35,164,136,48,146,15,2,0,1,0
246675545449582_1572311072886016,video,2/6/2018 8:46,202,327,42,171,30,1,0,0,0
246675545449582_1571313049652485,video,2/5/2018 9:20,211,284,46,186,25,0,0,0,0
246675545449582_1570062096444247,video,2/4/2018 3:25,148,114,16,136,10,0,2,0,0
246675545449582_1569275653189558,video,2/3/2018 8:34,97,81,16,84,13,0,0,0,0
246675545449582_1568291729954617,video,2/2/2018 9:24,279,292,34,254,20,3,1,1,0
246675545449582_1568182719965518,photo,2/2/2018 7:08,263,8,0,245,14,4,0,0,0
246675545449582_1568125783304545,video,2/2/2018 6:01,177,193,34,151,25,1,0,0,0
246675545449582_1563157113801412,photo,1/28/2018 7:50,517,32,1,484,26,7,0,0,0
246675545449582_1563042160479574,video,1/28/2018 5:25,289,258,33,256,33,0,0,0,0
246675545449582_1561427387307718,photo,1/26/2018 13:03,66,13,0,65,1,0,0,0,0
246675545449582_1561426890641101,photo,1/26/2018 13:02,112,6,0,104,8,0,0,0,0
246675545449582_1561178647332592,video,1/26/2018 8:47,206,259,48,181,22,1,2,0,0
246675545449582_1560153374101786,video,1/25/2018 8:40,362,468,86,305,56,0,0,1,0
246675545449582_1558134034303720,video,1/23/2018 9:04,184,130,51,161,23,0,0,0,0
246675545449582_1557086421075148,video,1/22/2018 9:37,216,251,34,199,16,0,0,0,1
246675545449582_1557066321077158,video,1/22/2018 9:15,57,0,0,56,1,0,0,0,0
246675545449582_1556033787847078,video,1/21/2018 9:10,272,258,43,226,44,1,1,0,0
246675545449582_1555610941222696,video,1/20/2018 23:10,248,247,34,208,33,3,2,0,2
246675545449582_1555011641282626,video,1/20/2018 9:08,132,89,40,110,20,1,0,0,1
246675545449582_1553995058050951,video,1/19/2018 9:16,226,341,41,196,30,0,0,0,0
246675545449582_1553987821385008,video,1/19/2018 9:06,35,1,0,35,0,0,0,0,0
246675545449582_1552962021487588,video,1/18/2018 8:54,219,316,36,170,46,3,0,0,0
246675545449582_1552783698172087,video,1/18/2018 5:08,94,1,1,94,0,0,0,0,0
246675545449582_1551983908252066,video,1/17/2018 9:29,259,368,50,234,25,0,0,0,0
246675545449582_1551534661630324,video,1/16/2018 22:36,62,1,0,62,0,0,0,0,0
246675545449582_1551514168299040,video,1/16/2018 22:13,127,76,21,114,13,0,0,0,0
246675545449582_1550682265048897,video,1/16/2018 0:53,149,63,15,134,15,0,0,0,0
246675545449582_1548244011959389,video,1/13/2018 9:18,134,171,41,116,18,0,0,0,0
246675545449582_1546364775480646,video,1/11/2018 9:05,392,461,47,360,32,0,0,0,0
246675545449582_1545432958907161,video,1/10/2018 8:57,310,540,41,284,26,0,0,0,0
246675545449582_1537523323031458,photo,1/2/2018 23:05,14,3,0,12,2,0,0,0,0
246675545449582_1530240427093081,photo,12/26/2017 6:23,293,6,1,275,15,3,0,0,0
246675545449582_1527322154051575,photo,12/24/2017 10:28,236,12,0,226,8,1,1,0,0
246675545449582_1521905564593234,photo,12/21/2017 8:14,312,10,0,291,18,3,0,0,0
246675545449582_1502675606516230,photo,12/10/2017 23:28,24,12,0,24,0,0,0,0,0
246675545449582_1497272363723221,link,12/8/2017 2:37,16,9,0,15,1,0,0,0,0
246675545449582_1495724170544707,photo,12/7/2017 6:41,33,12,0,32,1,0,0,0,0
246675545449582_1492286100888514,photo,12/5/2017 1:25,675,10,0,645,29,1,0,0,0
246675545449582_1491577434292714,photo,12/4/2017 8:28,737,18,0,697,31,9,0,0,0
246675545449582_1490258864424571,photo,12/3/2017 1:40,572,16,0,554,16,2,0,0,0
246675545449582_1479588818824909,photo,11/22/2017 22:14,23,7,0,20,3,0,0,0,0
246675545449582_1477842952332829,photo,11/21/2017 1:37,266,25,0,250,11,5,0,0,0
246675545449582_1477788442338280,video,11/21/2017 0:22,378,512,30,348,27,2,0,0,1
246675545449582_1475847732532351,video,11/18/2017 22:32,421,709,30,373,45,2,0,1,0
246675545449582_1474958169287974,video,11/18/2017 1:23,1493,1979,753,1333,139,9,3,8,1
246675545449582_1472990009484790,photo,11/16/2017 0:01,76,17,0,76,0,0,0,0,0
246675545449582_1466481810135610,photo,11/9/2017 0:32,36,11,0,34,2,0,0,0,0
246675545449582_1460991780684613,photo,11/2/2017 21:22,19,8,0,18,0,0,1,0,0
246675545449582_1458408214276303,photo,10/30/2017 23:46,27,10,0,27,0,0,0,0,0
246675545449582_1454283141355477,photo,10/26/2017 12:02,117,2,53,108,9,0,0,0,0
246675545449582_1454277441356047,photo,10/26/2017 11:53,146,1,0,145,1,0,0,0,0
246675545449582_1453716178078840,photo,10/25/2017 22:45,166,0,13,151,7,0,0,8,0
246675545449582_1453707518079706,photo,10/25/2017 22:29,190,0,31,171,0,0,0,19,0
246675545449582_1452022754914849,photo,10/24/2017 3:55,217,16,0,213,4,0,0,0,0
246675545449582_1451936094923515,photo,10/24/2017 1:20,458,14,0,451,3,4,0,0,0
246675545449582_1451093285007796,photo,10/23/2017 3:52,553,15,0,538,12,3,0,0,0
246675545449582_1451078198342638,photo,10/23/2017 3:23,203,18,11,190,7,6,0,0,0
246675545449582_1450141395102985,photo,10/22/2017 0:38,1005,25,1,979,16,9,1,0,0
246675545449582_1450110585106066,video,10/21/2017 23:43,202,145,23,182,19,0,0,0,1
246675545449582_1449381378512320,photo,10/21/2017 3:19,428,14,0,419,4,5,0,0,0
246675545449582_1448675405249584,photo,10/20/2017 6:37,479,17,0,462,10,7,0,0,0
246675545449582_1448558785261246,video,10/20/2017 3:19,212,116,11,201,10,1,0,0,0
246675545449582_1447515715365553,video,10/19/2017 2:44,225,157,17,211,14,0,0,0,0
246675545449582_1446827718767686,video,10/18/2017 9:13,171,46,5,156,12,2,1,0,0
246675545449582_1446531832130608,video,10/18/2017 2:33,247,120,16,232,14,1,0,0,0
246675545449582_1445552635561861,video,10/17/2017 5:37,269,453,39,242,26,1,0,0,0
246675545449582_1445400822243709,video,10/17/2017 2:36,258,486,32,235,23,0,0,0,0
246675545449582_1445354408915017,photo,10/17/2017 1:47,109,2,1,104,5,0,0,0,0
246675545449582_1445261388924319,photo,10/16/2017 22:47,97,5,0,96,0,1,0,0,0
246675545449582_1444576748992783,video,10/16/2017 6:37,280,199,25,254,24,2,0,0,0
246675545449582_1444533065663818,video,10/16/2017 5:25,325,77,21,293,30,1,1,0,0
246675545449582_1444306942353097,photo,10/15/2017 22:58,51,11,0,51,0,0,0,0,0
246675545449582_1443547965762328,video,10/15/2017 2:27,280,825,47,243,35,1,1,0,0
246675545449582_1442942755822849,video,10/14/2017 10:37,688,0,0,632,34,0,0,22,0
246675545449582_1442580062525785,video,10/14/2017 3:35,365,805,46,320,39,1,3,0,2
246675545449582_1441410912642700,photo,10/12/2017 21:43,295,5,0,295,0,0,0,0,0
246675545449582_1440443499406108,photo,10/11/2017 22:21,27,14,0,26,1,0,0,0,0
246675545449582_1434870273296764,photo,10/6/2017 8:04,15,11,0,15,0,0,0,0,0
246675545449582_1433620366755088,photo,10/4/2017 23:19,16,12,0,16,0,0,0,0,0
246675545449582_1430023863781405,photo,10/1/2017 3:31,29,12,0,29,0,0,0,0,0
246675545449582_1429927933790998,video,10/1/2017 1:05,28,6,0,28,0,0,0,0,0
246675545449582_1428095953974196,photo,9/28/2017 23:21,8,8,0,8,0,0,0,0,0
246675545449582_1427202707396854,photo,9/28/2017 0:12,10,9,0,10,0,0,0,0,0
246675545449582_1426309230819535,photo,9/26/2017 22:39,39,8,0,39,0,0,0,0,0
246675545449582_1425407187576406,photo,9/25/2017 22:52,49,11,0,47,2,0,0,0,0
246675545449582_1423676417749483,video,9/24/2017 1:58,226,449,37,189,25,1,1,10,0
246675545449582_1423672414416550,video,9/24/2017 1:52,104,49,13,91,12,0,0,1,0
246675545449582_1422896067827518,photo,9/23/2017 3:56,251,17,0,244,7,0,0,0,0
246675545449582_1422753927841732,video,9/23/2017 0:09,244,589,48,213,29,1,1,0,0
246675545449582_1422162634567528,video,9/22/2017 8:48,252,558,41,204,45,1,1,0,1
246675545449582_1421238677993257,video,9/21/2017 8:22,121,15,4,114,4,2,1,0,0
246675545449582_1420966601353798,photo,9/21/2017 1:50,321,5,0,307,11,2,1,0,0
246675545449582_1420888391361619,photo,9/21/2017 0:26,103,8,3,99,4,0,0,0,0
246675545449582_1420827441367714,video,9/20/2017 23:43,136,31,16,122,14,0,0,0,0
246675545449582_1420707958046329,video,9/20/2017 21:25,337,247,27,300,35,1,1,0,0
246675545449582_1420240374759754,photo,9/20/2017 9:47,648,13,0,627,18,3,0,0,0
246675545449582_1419833428133782,video,9/20/2017 0:19,175,157,14,157,18,0,0,0,0
246675545449582_1419167851533673,video,9/19/2017 7:39,339,424,36,296,38,1,4,0,0
246675545449582_1419130778204047,photo,9/19/2017 6:44,341,3,0,331,8,2,0,0,0
246675545449582_1418903018226823,video,9/19/2017 0:40,177,131,27,150,27,0,0,0,0
246675545449582_1413298985453893,photo,9/13/2017 3:48,201,0,0,195,4,2,0,0,0
246675545449582_1413090338808091,photo,9/12/2017 22:34,43,7,0,41,2,0,0,0,0
246675545449582_1411323222318136,photo,9/11/2017 6:14,40,7,0,39,1,0,0,0,0
246675545449582_1408385109278614,photo,9/7/2017 22:52,58,14,0,57,1,0,0,0,0
246675545449582_1407672699349855,video,9/7/2017 4:21,403,525,42,363,36,1,3,0,0
246675545449582_1407589059358219,photo,9/7/2017 2:02,148,4,3,144,4,0,0,0,0
246675545449582_1407502582700200,photo,9/6/2017 23:14,150,24,2,144,6,0,0,0,0
246675545449582_1406975012752957,photo,9/6/2017 7:33,53,12,0,53,0,0,0,0,0
246675545449582_1406936809423444,status,9/6/2017 6:22,144,15,8,140,4,0,0,0,0
246675545449582_1406839432766515,video,9/6/2017 3:48,298,491,46,262,34,2,0,0,0
246675545449582_1406792459437879,photo,9/6/2017 2:02,171,4,1,166,5,0,0,0,0
246675545449582_1404391233011335,photo,9/3/2017 5:39,4410,633,257,4315,73,17,5,0,0
246675545449582_1401614789955646,video,8/31/2017 8:50,374,588,46,327,47,0,0,0,0
246675545449582_1400641396719652,photo,8/30/2017 8:38,181,20,0,180,1,0,0,0,0
246675545449582_1397536097030182,photo,8/27/2017 9:46,267,20,1,249,8,10,0,0,0
246675545449582_1397278180389307,photo,8/27/2017 4:54,60,7,0,59,1,0,0,0,0
246675545449582_1395111113939347,photo,8/25/2017 7:36,98,23,5,95,2,1,0,0,0
246675545449582_1394887663961692,video,8/25/2017 2:29,26,7,0,26,0,0,0,0,0
246675545449582_1393786207405171,photo,8/24/2017 2:18,255,18,0,244,11,0,0,0,0
246675545449582_1392897467494045,photo,8/23/2017 6:15,174,6,1,167,5,2,0,0,0
246675545449582_1392132690903856,photo,8/22/2017 10:59,64,5,1,59,5,0,0,0,0
246675545449582_1392113310905794,photo,8/22/2017 10:32,62,3,0,58,4,0,0,0,0
246675545449582_1391704667613325,video,8/22/2017 1:40,192,417,40,168,22,1,1,0,0
246675545449582_1391646507619141,photo,8/22/2017 0:09,110,18,6,110,0,0,0,0,0
246675545449582_1391645867619205,photo,8/22/2017 0:08,119,12,7,117,2,0,0,0,0
246675545449582_1389882727795519,photo,8/20/2017 4:41,42,11,0,41,0,1,0,0,0
246675545449582_1389639647819827,video,8/19/2017 23:14,234,355,34,178,52,2,0,1,1
246675545449582_1388231731293952,photo,8/18/2017 11:35,54,10,0,53,1,0,0,0,0
246675545449582_1388230471294078,photo,8/18/2017 11:33,82,8,0,80,1,0,0,1,0
246675545449582_1388082824642176,photo,8/18/2017 8:36,18,8,0,18,0,0,0,0,0
246675545449582_1385237634926695,photo,8/15/2017 9:58,147,17,7,141,5,1,0,0,0
246675545449582_1385219348261857,photo,8/15/2017 9:31,80,8,0,79,1,0,0,0,0
246675545449582_1384098221707303,video,8/14/2017 7:41,299,564,42,262,34,1,1,0,1
246675545449582_1382019818581810,photo,8/12/2017 2:40,629,11,1,607,18,4,0,0,0
246675545449582_1381793938604398,photo,8/11/2017 20:41,69,2,0,67,2,0,0,0,0
246675545449582_1381004085350050,video,8/11/2017 0:27,219,110,17,190,26,1,2,0,0
246675545449582_1380978478685944,photo,8/10/2017 23:39,30,2,0,27,3,0,0,0,0
246675545449582_1380462345404224,photo,8/10/2017 9:17,65,1,0,62,2,1,0,0,0
246675545449582_1380211685429290,photo,8/10/2017 3:03,161,7,0,153,8,0,0,0,0
246675545449582_1380140728769719,video,8/10/2017 1:24,398,605,30,348,44,3,3,0,0
246675545449582_1379424162174709,photo,8/9/2017 5:14,47,7,0,47,0,0,0,0,0
246675545449582_1379278652189260,photo,8/9/2017 1:45,182,3,4,177,5,0,0,0,0
246675545449582_1379165728867219,video,8/8/2017 22:24,317,158,32,269,47,1,0,0,0
246675545449582_1378449768938815,video,8/8/2017 5:13,571,888,107,459,107,1,1,1,2
246675545449582_1377472849036507,photo,8/7/2017 9:18,16,10,0,15,1,0,0,0,0
246675545449582_1375841469199645,photo,8/6/2017 1:08,30,9,0,30,0,0,0,0,0
246675545449582_1375825209201271,photo,8/6/2017 0:36,57,7,0,57,0,0,0,0,0
246675545449582_1374922852624840,photo,8/5/2017 1:44,74,6,3,74,0,0,0,0,0
246675545449582_1373053352811790,video,8/3/2017 4:50,368,911,50,317,50,1,0,0,0
246675545449582_1373040689479723,photo,8/3/2017 4:31,19,3,0,19,0,0,0,0,0
246675545449582_1372717162845409,photo,8/2/2017 22:18,176,3,0,175,0,1,0,0,0
246675545449582_1372031632913962,photo,8/2/2017 6:02,133,7,0,133,0,0,0,0,0
246675545449582_1371921179591674,photo,8/2/2017 2:54,162,6,2,158,3,1,0,0,0
246675545449582_1371785262938599,video,8/1/2017 23:33,734,996,73,601,116,11,6,0,0
246675545449582_1370957466354712,status,8/1/2017 0:57,42,16,9,41,1,0,0,0,0
246675545449582_1370352769748515,status,7/31/2017 9:50,33,6,3,31,2,0,0,0,0
246675545449582_1367261536724305,video,7/28/2017 1:10,29,6,1,29,0,0,0,0,0
246675545449582_1367178110065981,photo,7/27/2017 22:48,43,6,0,42,1,0,0,0,0
246675545449582_1366562330127559,photo,7/27/2017 8:08,14,6,0,13,1,0,0,0,0
246675545449582_1365608996889559,video,7/26/2017 9:01,475,574,48,406,63,4,2,0,0
246675545449582_1365207070263085,photo,7/25/2017 23:18,50,8,2,49,1,0,0,0,0
246675545449582_1365188530264939,photo,7/25/2017 22:46,94,23,6,94,0,0,0,0,0
246675545449582_1361306617319797,video,7/22/2017 8:50,303,34,3,291,11,1,0,0,0
246675545449582_1361198480663944,photo,7/22/2017 7:08,168,7,1,167,1,0,0,0,0
246675545449582_1360915977358861,photo,7/21/2017 23:32,248,14,0,241,7,0,0,0,0
246675545449582_1360313524085773,photo,7/21/2017 8:52,422,6,0,410,8,3,1,0,0
246675545449582_1360110617439397,photo,7/21/2017 4:20,189,3,0,184,2,0,3,0,0
246675545449582_1360055367444922,photo,7/21/2017 2:59,390,17,2,382,5,3,0,0,0
246675545449582_1359829454134180,photo,7/20/2017 23:30,618,28,0,597,14,7,0,0,0
246675545449582_1359179027532556,photo,7/20/2017 8:59,191,2,2,188,2,1,0,0,0
246675545449582_1356963477754111,video,7/18/2017 7:53,321,1381,67,275,44,1,1,0,0
246675545449582_1354347211349071,photo,7/16/2017 2:18,364,7,2,347,15,2,0,0,0
246675545449582_1351151295001996,photo,7/13/2017 0:11,51,10,0,51,0,0,0,0,0
246675545449582_1350461668404292,video,7/12/2017 7:59,282,524,38,247,34,0,1,0,0
246675545449582_1347432472040545,photo,7/9/2017 7:26,369,14,1,362,7,0,0,0,0
246675545449582_1346580615459064,photo,7/8/2017 8:41,138,16,6,133,4,1,0,0,0
246675545449582_1343559165761209,photo,7/5/2017 9:15,96,9,1,93,1,2,0,0,0
246675545449582_1342399675877158,photo,7/4/2017 5:55,186,11,0,184,1,1,0,0,0
246675545449582_1342236625893463,photo,7/4/2017 1:30,487,15,0,461,14,12,0,0,0
246675545449582_1342150709235388,video,7/3/2017 23:23,282,19,4,257,20,3,2,0,0
246675545449582_1332714503512342,photo,6/26/2017 4:06,383,8,1,367,13,3,0,0,0
246675545449582_1332163873567405,photo,6/25/2017 11:49,216,0,1,211,5,0,0,0,0
246675545449582_1332070653576727,photo,6/25/2017 9:47,48,0,0,45,2,1,0,0,0
246675545449582_1331955210254938,video,6/25/2017 7:42,885,462,26,659,220,0,2,0,0
246675545449582_1331929853590807,photo,6/25/2017 7:02,185,11,1,175,10,0,0,0,0
246675545449582_1331853133598479,photo,6/25/2017 4:58,259,1,1,251,7,0,1,0,0
246675545449582_1331760736941052,photo,6/25/2017 2:48,299,9,0,291,8,0,0,0,0
246675545449582_1331658313617961,photo,6/24/2017 23:41,199,9,1,186,13,0,0,0,0
246675545449582_1330910960359363,photo,6/24/2017 4:34,717,40,1,680,30,7,0,0,0
246675545449582_1329160057201120,photo,6/22/2017 6:34,155,2,0,150,5,0,0,0,0
246675545449582_1328148713968921,photo,6/21/2017 4:15,293,8,0,282,11,0,0,0,0
246675545449582_1325518754231917,photo,6/18/2017 11:48,243,6,0,237,5,1,0,0,0
246675545449582_1320853268031799,photo,6/13/2017 23:17,264,2,0,256,2,5,0,0,0
246675545449582_1319907678126358,photo,6/13/2017 1:31,313,3,0,297,7,6,0,0,0
246675545449582_1319282378188888,photo,6/12/2017 9:38,208,1,0,201,7,0,0,0,0
246675545449582_1319278494855943,photo,6/12/2017 9:33,216,0,0,209,6,1,0,0,0
246675545449582_1319045328212593,photo,6/12/2017 5:08,247,6,0,234,9,1,0,0,0
246675545449582_1318896854894107,photo,6/12/2017 1:38,152,1,0,146,5,1,0,0,0
246675545449582_1318160668301059,photo,6/11/2017 7:04,387,3,0,368,16,1,0,0,0
246675545449582_1317164368400689,photo,6/10/2017 8:19,178,9,0,170,6,0,0,0,0
246675545449582_1317039571746502,photo,6/10/2017 6:00,218,4,0,212,5,1,0,0,0
246675545449582_1316848781765581,photo,6/10/2017 1:08,270,3,0,256,10,3,0,0,0
246675545449582_1315331711917288,photo,6/8/2017 9:26,351,4,1,344,6,0,0,0,0
246675545449582_1315158578601268,photo,6/8/2017 5:29,232,0,2,224,8,0,0,0,0
246675545449582_1315153498601776,photo,6/8/2017 5:22,252,3,0,244,4,4,0,0,0
246675545449582_1315090955274697,photo,6/8/2017 3:27,122,0,0,114,8,0,0,0,0
246675545449582_1314302952020164,photo,6/7/2017 7:28,209,4,0,199,9,1,0,0,0
246675545449582_1314133352037124,photo,6/7/2017 2:36,305,5,1,295,10,0,0,0,0
246675545449582_1312235792226880,photo,6/5/2017 6:43,71,10,2,70,1,0,0,0,0
246675545449582_1306375336146259,photo,5/30/2017 1:21,290,12,0,275,13,1,1,0,0
246675545449582_1298172296966563,photo,5/21/2017 23:05,67,6,3,66,0,1,0,0,0
246675545449582_1297316837052109,photo,5/21/2017 5:53,783,11,0,752,30,1,0,0,0
246675545449582_1289646377819155,photo,5/14/2017 3:14,77,2,0,76,1,0,0,0,0
246675545449582_1288754317908361,video,5/13/2017 3:21,22,0,0,22,0,0,0,0,0
246675545449582_1287866294663830,photo,5/12/2017 4:17,103,0,0,100,2,1,0,0,0
246675545449582_1286953054755154,video,5/11/2017 3:55,32,0,2,32,0,0,0,0,0
246675545449582_1286800308103762,photo,5/10/2017 22:46,239,5,2,229,8,0,0,2,0
246675545449582_1285927694857690,photo,5/10/2017 2:48,111,6,0,110,1,0,0,0,0
246675545449582_1283769161740210,video,5/8/2017 9:57,51,0,1,51,0,0,0,0,0
246675545449582_1303369639780162,video,5/8/2017 9:42,34,4,0,34,0,0,0,0,0
246675545449582_1280453208738472,link,5/5/2017 23:27,15,0,0,15,0,0,0,0,0
246675545449582_1279507272166399,video,5/5/2017 5:12,75,0,5,75,0,0,0,0,0
246675545449582_1278450792272047,photo,5/4/2017 8:07,177,2,0,173,2,2,0,0,0
246675545449582_1278061308977662,photo,5/4/2017 0:29,520,8,0,505,13,2,0,0,0
246675545449582_1276088762508250,photo,5/2/2017 10:11,134,2,0,132,2,0,0,0,0
246675545449582_1276013659182427,photo,5/2/2017 8:50,228,1,1,220,7,1,0,0,0
246675545449582_1274485052668621,video,5/1/2017 0:35,498,254,17,408,77,5,6,1,1
246675545449582_1272251959558597,photo,4/29/2017 0:40,166,5,2,159,7,0,0,0,0
246675545449582_1270221603094966,video,4/27/2017 3:14,272,265,20,228,44,0,0,0,0
246675545449582_1270186029765190,photo,4/27/2017 2:23,127,7,1,125,2,0,0,0,0
246675545449582_1269477749836018,photo,4/26/2017 8:35,30,0,0,29,0,1,0,0,0
246675545449582_1269093463207780,link,4/26/2017 0:11,33,1,1,33,0,0,0,0,0
246675545449582_1265081296942330,photo,4/22/2017 1:20,252,5,0,239,9,4,0,0,0
246675545449582_1264410220342771,photo,4/21/2017 9:05,287,0,0,286,0,1,0,0,0
246675545449582_1263257983791328,photo,4/20/2017 7:34,264,8,3,257,5,2,0,0,0
246675545449582_1263186560465137,photo,4/20/2017 6:12,152,5,1,148,3,1,0,0,0
246675545449582_1263178873799239,photo,4/20/2017 6:03,61,5,0,57,3,1,0,0,0
246675545449582_1263174217133038,video,4/20/2017 5:58,172,7,7,163,6,2,1,0,0
246675545449582_1262985247151935,video,4/20/2017 2:36,616,523,21,459,125,21,8,0,1
246675545449582_1262105903906536,photo,4/19/2017 9:17,188,0,0,184,4,0,0,0,0
246675545449582_1262034897246970,video,4/19/2017 8:02,593,309,23,484,99,1,4,4,1
246675545449582_1260586510725142,photo,4/18/2017 1:33,189,2,0,182,5,2,0,0,0
246675545449582_1259500860833707,photo,4/17/2017 1:41,178,5,0,175,3,0,0,0,0
246675545449582_1256629337787526,photo,4/14/2017 9:19,318,7,0,313,4,1,0,0,0
246675545449582_1255176157932844,photo,4/12/2017 22:27,362,9,0,352,7,3,0,0,0
246675545449582_1254118221371971,photo,4/12/2017 0:17,48,6,0,48,0,0,0,0,0
246675545449582_1254116288038831,photo,4/12/2017 0:15,248,1,0,244,3,1,0,0,0
246675545449582_1253313294785797,photo,4/11/2017 5:11,520,2,0,509,11,0,0,0,0
246675545449582_1253204511463342,photo,4/11/2017 1:51,97,8,2,94,3,0,0,0,0
246675545449582_1251371934979933,photo,4/9/2017 3:51,400,16,0,392,6,2,0,0,0
246675545449582_1250654545051672,photo,4/8/2017 11:38,218,0,0,212,6,0,0,0,0
246675545449582_1250548631728930,photo,4/8/2017 9:51,77,13,4,77,0,0,0,0,0
246675545449582_1250132478437212,photo,4/8/2017 1:09,204,4,0,198,3,3,0,0,0
246675545449582_1248887611895032,photo,4/7/2017 0:08,405,6,0,399,6,0,0,0,0
246675545449582_1248175795299547,photo,4/6/2017 8:24,210,0,0,204,6,0,0,0,0
