status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
614855718638584_836403736483780,photo,5/26/2018 8:17,21,0,0,20,1,0,0,0,0
614855718638584_836382859819201,photo,5/26/2018 8:03,9,0,1,9,0,0,0,0,0
614855718638584_836361023154718,status,5/26/2018 7:47,10,0,0,10,0,0,0,0,0
614855718638584_836344173156403,photo,5/26/2018 7:34,18,2,1,17,1,0,0,0,0
614855718638584_836323243158496,photo,5/26/2018 7:16,11,0,0,11,0,0,0,0,0
614855718638584_836151389842348,photo,5/26/2018 3:27,19,2,1,18,0,1,0,0,0
614855718638584_836145146509639,video,5/26/2018 3:18,23,0,2,23,0,0,0,0,0
614855718638584_836116283179192,photo,5/26/2018 2:42,9,0,1,9,0,0,0,0,0
614855718638584_836094916514662,photo,5/26/2018 2:17,19,0,1,19,0,0,0,0,0
614855718638584_836081956515958,photo,5/26/2018 2:04,25,0,1,25,0,0,0,0,0
614855718638584_836056433185177,photo,5/26/2018 1:36,19,2,0,19,0,0,0,0,0
614855718638584_836035769853910,photo,5/26/2018 1:15,18,0,0,18,0,0,0,0,0
614855718638584_836025779854909,video,5/26/2018 1:05,48,0,9,48,0,0,0,0,0
614855718638584_836025176521636,video,5/26/2018 1:04,9,0,0,9,0,0,0,0,0
614855718638584_836023606521793,video,5/26/2018 1:03,208,573,252,134,71,2,1,0,0
614855718638584_835941296530024,photo,5/25/2018 23:01,15,0,0,15,0,0,0,0,0
614855718638584_835927096531444,photo,5/25/2018 22:40,17,0,0,16,1,0,0,0,0
614855718638584_835917643199056,photo,5/25/2018 22:27,9,0,0,9,0,0,0,0,0
614855718638584_835902769867210,video,5/25/2018 22:07,14,0,0,14,0,0,0,0,0
614855718638584_835372159920271,photo,5/25/2018 8:37,30,0,1,30,0,0,0,0,0
614855718638584_835356016588552,photo,5/25/2018 8:23,21,0,0,21,0,0,0,0,0
614855718638584_835341003256720,photo,5/25/2018 8:11,15,0,0,15,0,0,0,0,0
614855718638584_835318163259004,photo,5/25/2018 7:51,28,0,0,28,0,0,0,0,0
614855718638584_835307326593421,status,5/25/2018 7:42,11,0,1,11,0,0,0,0,0
614855718638584_835289893261831,photo,5/25/2018 7:26,9,2,1,9,0,0,0,0,0
614855718638584_835263369931150,photo,5/25/2018 7:03,30,1,1,30,0,0,0,0,0
614855718638584_835253976598756,video,5/25/2018 6:54,55,0,5,55,0,0,0,0,0
614855718638584_835253916598762,video,5/25/2018 6:54,2,0,0,2,0,0,0,0,0
614855718638584_835250859932401,video,5/25/2018 6:53,299,760,228,186,105,1,5,1,1
614855718638584_835120729945414,photo,5/25/2018 3:33,29,0,0,29,0,0,0,0,0
614855718638584_835113796612774,video,5/25/2018 3:21,23,0,0,23,0,0,0,0,0
614855718638584_835078233282997,photo,5/25/2018 2:32,23,0,0,23,0,0,0,0,0
614855718638584_835069339950553,photo,5/25/2018 2:22,24,0,1,24,0,0,0,0,0
614855718638584_835056789951808,photo,5/25/2018 2:07,13,0,0,13,0,0,0,0,0
614855718638584_835043073286513,photo,5/25/2018 1:51,8,0,0,8,0,0,0,0,0
614855718638584_835009293289891,photo,5/25/2018 1:15,20,1,1,20,0,0,0,0,0
614855718638584_835003369957150,video,5/25/2018 1:09,53,0,11,53,0,0,0,0,0
614855718638584_835000509957436,video,5/25/2018 1:05,6,0,0,6,0,0,0,0,0
614855718638584_834999333290887,video,5/25/2018 1:04,7,0,0,7,0,0,0,0,0
614855718638584_834991599958327,video,5/25/2018 1:03,256,779,304,168,85,1,2,0,0
614855718638584_834936606630493,photo,5/24/2018 23:32,15,0,0,15,0,0,0,0,0
614855718638584_834919283298892,photo,5/24/2018 23:08,15,0,0,15,0,0,0,0,0
614855718638584_834907749966712,photo,5/24/2018 22:51,9,0,0,9,0,0,0,0,0
614855718638584_834890356635118,photo,5/24/2018 22:27,13,0,0,13,0,0,0,0,0
614855718638584_834881456636008,video,5/24/2018 22:15,16,0,4,16,0,0,0,0,0
614855718638584_834452256678928,photo,5/24/2018 10:29,86,6,29,78,0,0,8,0,0
614855718638584_834302193360601,photo,5/24/2018 8:08,29,1,0,29,0,0,0,0,0
614855718638584_834292563361564,photo,5/24/2018 8:00,25,0,1,25,0,0,0,0,0
614855718638584_834269410030546,photo,5/24/2018 7:42,14,0,0,14,0,0,0,0,0
614855718638584_834245260032961,photo,5/24/2018 7:20,22,0,1,22,0,0,0,0,0
614855718638584_834235293367291,video,5/24/2018 7:10,42,0,4,42,0,0,0,0,0
614855718638584_834221553368665,video,5/24/2018 6:59,147,541,166,123,23,0,1,0,0
614855718638584_834087946715359,photo,5/24/2018 3:37,33,0,0,33,0,0,0,0,0
614855718638584_834080733382747,video,5/24/2018 3:24,30,1,1,30,0,0,0,0,0
614855718638584_834026966721457,photo,5/24/2018 2:14,21,1,0,21,0,0,0,0,0
614855718638584_833997233391097,photo,5/24/2018 1:35,14,0,0,14,0,0,0,0,0
614855718638584_833979443392876,photo,5/24/2018 1:11,48,1,1,47,1,0,0,0,0
614855718638584_833967153394105,video,5/24/2018 1:00,195,243,194,166,29,0,0,0,0
614855718638584_833917006732453,photo,5/23/2018 23:42,8,0,1,8,0,0,0,0,0
614855718638584_833893826734771,photo,5/23/2018 23:08,7,0,0,7,0,0,0,0,0
614855718638584_833877936736360,photo,5/23/2018 22:46,8,0,0,8,0,0,0,0,0
614855718638584_833867406737413,photo,5/23/2018 22:32,14,0,0,14,0,0,0,0,0
614855718638584_833295880127899,photo,5/23/2018 8:37,22,0,0,22,0,0,0,0,0
614855718638584_833266310130856,photo,5/23/2018 8:12,14,0,0,14,0,0,0,0,0
614855718638584_833243126799841,status,5/23/2018 7:52,15,0,0,15,0,0,0,0,0
614855718638584_833224366801717,photo,5/23/2018 7:38,14,0,0,14,0,0,0,0,0
614855718638584_833200036804150,photo,5/23/2018 7:15,19,1,0,19,0,0,0,0,0
614855718638584_833085586815595,photo,5/23/2018 4:35,38,5,0,37,0,1,0,0,0
614855718638584_833072630150224,photo,5/23/2018 4:15,12,0,0,12,0,0,0,0,0
614855718638584_833055243485296,photo,5/23/2018 3:44,12,0,0,12,0,0,0,0,0
614855718638584_833041106820043,photo,5/23/2018 3:20,11,0,0,11,0,0,0,0,0
614855718638584_833034756820678,video,5/23/2018 3:11,30,0,7,30,0,0,0,0,0
614855718638584_833019710155516,photo,5/23/2018 2:46,15,0,0,15,0,0,0,0,0
614855718638584_832998403490980,photo,5/23/2018 2:16,13,0,1,13,0,0,0,0,0
614855718638584_832982810159206,photo,5/23/2018 1:52,26,0,1,26,0,0,0,0,0
614855718638584_832971570160330,photo,5/23/2018 1:35,10,0,0,10,0,0,0,0,0
614855718638584_832942840163203,video,5/23/2018 0:59,145,274,141,96,47,1,1,0,0
614855718638584_832247606899393,photo,5/22/2018 7:52,9,0,1,9,0,0,0,0,0
614855718638584_832173073573513,video,5/22/2018 7:03,126,323,164,72,51,1,2,0,0
614855718638584_831943423596478,video,5/22/2018 1:25,97,277,124,62,32,1,2,0,0
614855718638584_831915186932635,video,5/22/2018 0:58,67,120,87,50,15,1,1,0,0
614855718638584_831830876941066,photo,5/21/2018 22:45,24,0,1,24,0,0,0,0,0
614855718638584_831180143672806,photo,5/21/2018 7:35,14,0,0,14,0,0,0,0,0
614855718638584_831148020342685,video,5/21/2018 7:06,124,400,149,93,30,0,1,0,0
614855718638584_831136120343875,video,5/21/2018 6:58,27,42,30,24,3,0,0,0,0
614855718638584_830862103704610,video,5/21/2018 1:05,89,255,142,63,22,2,2,0,0
614855718638584_830801450377342,status,5/20/2018 23:15,18,0,0,18,0,0,0,0,0
614855718638584_830220070435480,status,5/20/2018 8:18,30,0,1,30,0,0,0,0,0
614855718638584_830145397109614,video,5/20/2018 7:01,135,461,212,103,31,1,0,0,0
614855718638584_829887963802024,photo,5/20/2018 1:13,66,3,2,66,0,0,0,0,0
614855718638584_829876203803200,video,5/20/2018 1:01,71,0,13,71,0,0,0,0,0
614855718638584_829875380469949,video,5/20/2018 1:01,240,764,283,149,90,1,0,0,0
614855718638584_829148537209300,photo,5/19/2018 7:12,24,0,0,24,0,0,0,0,0
614855718638584_829137150543772,video,5/19/2018 7:03,46,76,96,35,10,1,0,0,0
614855718638584_828930733897747,photo,5/19/2018 2:11,18,0,1,18,0,0,0,0,0
614855718638584_828866963904124,video,5/19/2018 1:00,110,338,151,85,21,0,4,0,0
614855718638584_828782030579284,video,5/18/2018 22:54,11,0,0,11,0,0,0,0,0
614855718638584_828781930579294,video,5/18/2018 22:54,0,0,0,0,0,0,0,0,0
614855718638584_828757970581690,video,5/18/2018 22:20,9,1,4,9,0,0,0,0,0
614855718638584_828146873976133,video,5/18/2018 7:19,165,395,180,116,45,0,3,1,0
614855718638584_828127613978059,video,5/18/2018 7:02,62,102,76,57,2,0,3,0,0
614855718638584_827917277332426,photo,5/18/2018 1:50,9,1,1,9,0,0,0,0,0
614855718638584_827890477335106,photo,5/18/2018 1:21,25,0,1,25,0,0,0,0,0
614855718638584_827874937336660,video,5/18/2018 1:03,170,537,243,106,60,1,1,1,1
614855718638584_827819020675585,photo,5/17/2018 23:38,28,0,0,28,0,0,0,0,0
614855718638584_826104277513726,video,5/16/2018 7:01,112,354,147,86,24,1,1,0,0
614855718638584_825855394205281,video,5/16/2018 1:02,124,313,166,91,29,3,1,0,0
614855718638584_825755344215286,photo,5/15/2018 22:16,20,0,0,19,0,1,0,0,0
614855718638584_825171014273719,photo,5/15/2018 7:46,43,0,0,43,0,0,0,0,0
614855718638584_824879130969574,video,5/15/2018 1:04,183,543,233,116,67,0,0,0,0
614855718638584_824154734375347,video,5/14/2018 7:03,111,362,161,78,30,0,3,0,0
614855718638584_823892337734920,video,5/14/2018 1:02,165,495,267,113,49,1,2,0,0
614855718638584_823224611135026,photo,5/13/2018 7:56,36,0,1,36,0,0,0,0,0
614855718638584_823179051139582,photo,5/13/2018 7:15,27,0,1,27,0,0,0,0,0
614855718638584_823160974474723,video,5/13/2018 7:00,140,379,111,71,67,1,0,1,0
614855718638584_822898577834296,video,5/13/2018 1:12,102,276,209,63,39,0,0,0,0
614855718638584_822767101180777,video,5/12/2018 22:05,22,0,2,22,0,0,0,0,0
614855718638584_821208364669984,photo,5/11/2018 8:06,11,0,0,10,1,0,0,0,0
614855718638584_820921704698650,photo,5/11/2018 1:41,11,1,0,11,0,0,0,0,0
614855718638584_820879471369540,video,5/11/2018 1:05,167,442,174,91,71,1,4,0,0
614855718638584_820794694711351,photo,5/10/2018 22:44,28,1,0,28,0,0,0,0,0
614855718638584_820755321381955,video,5/10/2018 21:52,51,0,10,50,0,1,0,0,0
614855718638584_820200521437435,photo,5/10/2018 7:47,43,0,0,43,0,0,0,0,0
614855718638584_820151724775648,video,5/10/2018 7:00,176,472,182,112,59,2,2,1,0
614855718638584_819883661469121,video,5/10/2018 0:57,110,369,159,73,33,2,2,0,0
614855718638584_819824291475058,photo,5/9/2018 23:28,20,1,0,20,0,0,0,0,0
614855718638584_819775331479954,photo,5/9/2018 22:22,18,1,0,18,0,0,0,0,0
614855718638584_819200034870817,photo,5/9/2018 8:03,26,1,0,25,1,0,0,0,0
614855718638584_819114541546033,video,5/9/2018 6:59,148,348,169,90,53,3,1,1,0
614855718638584_818933064897514,photo,5/9/2018 2:31,28,0,0,28,0,0,0,0,0
614855718638584_818872968236857,photo,5/9/2018 1:24,28,1,0,28,0,0,0,0,0
614855718638584_818854031572084,video,5/9/2018 1:04,173,477,204,101,68,0,2,0,2
614855718638584_818101108314043,video,5/8/2018 6:59,145,326,148,81,59,2,3,0,0
614855718638584_817849878339166,video,5/8/2018 1:04,122,287,116,80,40,0,1,1,0
614855718638584_817099378414216,video,5/7/2018 7:00,134,420,169,76,56,1,1,0,0
614855718638584_816830845107736,video,5/7/2018 0:59,157,413,200,102,53,0,0,2,0
614855718638584_816739555116865,video,5/6/2018 22:26,25,0,8,25,0,0,0,0,0
614855718638584_816127371844750,video,5/6/2018 6:58,106,194,94,61,43,1,1,0,0
614855718638584_815932245197596,video,5/6/2018 2:23,64,107,39,57,7,0,0,0,0
614855718638584_815856568538497,video,5/6/2018 1:04,144,250,228,85,54,0,4,0,1
614855718638584_815105385280282,video,5/5/2018 7:03,47,0,9,46,0,1,0,0,0
614855718638584_815089418615212,video,5/5/2018 7:01,198,373,187,125,70,1,2,0,0
614855718638584_814901075300713,photo,5/5/2018 2:06,29,0,0,29,0,0,0,0,0
614855718638584_814848335305987,video,5/5/2018 1:08,159,306,206,91,64,0,3,0,1
614855718638584_814086752048812,photo,5/4/2018 8:15,29,0,0,29,0,0,0,0,0
614855718638584_814035532053934,photo,5/4/2018 7:28,17,0,0,16,0,1,0,0,0
614855718638584_814000925390728,video,5/4/2018 7:00,214,528,265,136,78,0,0,0,0
614855718638584_813704928753661,video,5/4/2018 1:01,195,525,287,119,73,0,3,0,0
614855718638584_812921172165370,video,5/3/2018 7:04,132,385,144,98,32,0,2,0,0
614855718638584_812696432187844,photo,5/3/2018 1:43,22,0,0,22,0,0,0,0,0
614855718638584_812662365524584,video,5/3/2018 1:03,113,183,120,74,38,0,0,0,1
614855718638584_812608438863310,photo,5/2/2018 23:36,21,2,0,20,0,1,0,0,0
614855718638584_811851555605665,video,5/2/2018 7:00,204,358,144,164,36,2,2,0,0
614855718638584_811659808958173,status,5/2/2018 2:18,43,0,1,42,1,0,0,0,0
614855718638584_811604348963719,photo,5/2/2018 1:14,20,1,0,20,0,0,0,0,0
614855718638584_811580932299394,video,5/2/2018 1:00,138,321,149,85,51,2,0,0,0
614855718638584_811487825642038,photo,5/1/2018 22:30,20,0,0,19,1,0,0,0,0
614855718638584_810857999038354,video,5/1/2018 7:06,197,324,163,158,37,1,1,0,0
614855718638584_810588832398604,video,5/1/2018 1:01,263,353,198,209,52,1,1,0,0
614855718638584_809905829133571,photo,4/30/2018 7:57,51,0,0,51,0,0,0,0,0
614855718638584_809865945804226,video,4/30/2018 7:20,212,342,120,168,42,1,1,0,0
614855718638584_809585082498979,video,4/30/2018 1:04,145,402,153,86,57,0,1,0,1
614855718638584_808893372568150,photo,4/29/2018 7:37,29,0,0,29,0,0,0,0,0
614855718638584_808854039238750,video,4/29/2018 7:02,150,354,175,88,57,1,3,0,1
614855718638584_808575292599958,video,4/29/2018 0:59,221,388,225,115,100,2,4,0,0
614855718638584_807790992678388,video,4/28/2018 7:00,92,182,122,61,29,2,0,0,0
614855718638584_807548646035956,photo,4/28/2018 1:13,24,0,2,24,0,0,0,0,0
614855718638584_807532329370921,video,4/28/2018 0:58,213,305,221,123,86,1,2,0,1
614855718638584_806850842772403,photo,4/27/2018 7:49,40,2,0,39,1,0,0,0,0
614855718638584_806819106108910,photo,4/27/2018 7:16,40,0,2,40,0,0,0,0,0
614855718638584_806797919444362,video,4/27/2018 6:58,219,437,247,146,70,1,2,0,0
614855718638584_806529169471237,video,4/27/2018 0:58,245,305,185,209,35,1,0,0,0
614855718638584_806424662815021,photo,4/26/2018 22:28,23,0,0,22,1,0,0,0,0
614855718638584_805765709547583,video,4/26/2018 7:03,218,635,349,163,52,1,1,0,1
614855718638584_805458439578310,video,4/26/2018 1:04,303,604,291,198,100,3,1,1,0
614855718638584_804685642988923,video,4/25/2018 7:06,214,462,167,143,69,0,0,2,0
614855718638584_804403599683794,video,4/25/2018 0:59,179,390,224,123,49,4,3,0,0
614855718638584_803596023097885,video,4/24/2018 7:10,177,373,227,141,34,1,1,0,0
614855718638584_803330886457732,video,4/24/2018 1:17,57,1,14,57,0,0,0,0,0
614855718638584_803324343125053,video,4/24/2018 1:09,145,328,174,113,29,0,1,1,1
614855718638584_803234656467355,photo,4/23/2018 22:58,15,0,0,15,0,0,0,0,0
614855718638584_803198789804275,video,4/23/2018 22:13,14,0,6,14,0,0,0,0,0
614855718638584_802489779875176,video,4/23/2018 7:05,125,254,145,90,33,2,0,0,0
614855718638584_802207083236779,video,4/23/2018 1:07,209,275,129,173,35,1,0,0,0
614855718638584_801540703303417,photo,4/22/2018 8:30,17,0,0,17,0,0,0,0,0
614855718638584_801451803312307,video,4/22/2018 6:56,151,218,230,112,34,3,2,0,0
614855718638584_801179356672885,video,4/22/2018 1:02,163,269,243,105,53,1,4,0,0
614855718638584_800392860084868,video,4/21/2018 7:06,173,360,156,107,61,1,2,0,2
614855718638584_800067756784045,video,4/21/2018 1:03,233,3360,335,198,35,0,0,0,0
614855718638584_799968150127339,photo,4/20/2018 22:40,8,0,0,7,0,1,0,0,0
614855718638584_799960100128144,video,4/20/2018 22:27,10,0,8,10,0,0,0,0,0
614855718638584_799285563528931,video,4/20/2018 7:06,147,346,94,103,40,3,1,0,0
614855718638584_799012686889552,video,4/20/2018 1:06,182,338,196,110,68,3,1,0,0
614855718638584_798213170302837,video,4/19/2018 7:01,46,0,10,44,1,0,1,0,0
614855718638584_798209433636544,video,4/19/2018 7:00,120,247,109,86,30,3,0,1,0
614855718638584_797888607001960,video,4/19/2018 1:08,146,396,170,104,38,1,2,1,0
614855718638584_796846240439530,video,4/18/2018 1:04,189,391,138,142,45,1,1,0,0
614855718638584_796155780508576,photo,4/17/2018 8:21,35,0,0,35,0,0,0,0,0
614855718638584_796116307179190,photo,4/17/2018 7:41,21,1,0,21,0,0,0,0,0
614855718638584_796091077181713,photo,4/17/2018 7:14,25,1,1,25,0,0,0,0,0
614855718638584_796075457183275,video,4/17/2018 7:02,239,404,190,197,40,0,1,0,1
614855718638584_795874067203414,photo,4/17/2018 2:35,13,0,0,13,0,0,0,0,0
614855718638584_795808987209922,video,4/17/2018 1:09,183,419,215,123,56,0,4,0,0
614855718638584_792310960893058,photo,4/12/2018 22:19,95,0,4,88,0,0,7,0,0
614855718638584_791574517633369,photo,4/12/2018 1:15,53,1,2,53,0,0,0,0,0
614855718638584_791563380967816,video,4/12/2018 1:02,146,304,169,111,31,2,2,0,0
614855718638584_790787424378745,video,4/11/2018 6:03,109,358,139,76,31,1,1,0,0
614855718638584_790600627730758,photo,4/11/2018 1:18,43,1,0,43,0,0,0,0,0
614855718638584_790582807732540,video,4/11/2018 1:04,158,333,164,110,47,0,0,1,0
614855718638584_790495731074581,photo,4/10/2018 22:51,17,0,0,17,0,0,0,0,0
614855718638584_789781191146035,video,4/10/2018 7:03,136,319,226,98,34,0,4,0,0
614855718638584_789603914497096,photo,4/10/2018 2:39,20,0,0,20,0,0,0,0,0
614855718638584_789504601173694,video,4/10/2018 1:07,104,299,136,61,40,0,2,0,1
614855718638584_789397941184360,video,4/9/2018 22:03,30,0,9,29,1,0,0,0,0
614855718638584_788778827912938,video,4/9/2018 7:00,124,305,109,91,30,1,2,0,0
614855718638584_788556861268468,photo,4/9/2018 2:05,17,0,0,16,1,0,0,0,0
614855718638584_788496807941140,video,4/9/2018 1:00,165,413,227,107,52,2,4,0,0
614855718638584_788414594616028,photo,4/8/2018 22:46,6,0,0,6,0,0,0,0,0
614855718638584_787742848016536,photo,4/8/2018 7:17,21,2,0,21,0,0,0,0,0
614855718638584_787724694685018,video,4/8/2018 7:02,144,220,178,96,47,1,0,0,0
614855718638584_787493644708123,photo,4/8/2018 1:56,36,0,0,36,0,0,0,0,0
614855718638584_787454298045391,photo,4/8/2018 1:14,17,0,0,17,0,0,0,0,0
614855718638584_787442628046558,video,4/8/2018 1:01,205,257,275,125,73,1,5,0,1
614855718638584_787363704721117,photo,4/7/2018 23:11,29,0,1,29,0,0,0,0,0
614855718638584_786664211457733,video,4/7/2018 7:04,162,386,296,106,52,1,1,0,2
614855718638584_786385988152222,video,4/7/2018 1:05,166,384,294,107,58,0,1,0,0
614855718638584_785619868228834,photo,4/6/2018 7:16,38,0,0,37,0,0,1,0,0
614855718638584_785594051564749,video,4/6/2018 7:05,199,432,247,162,27,1,8,0,1
614855718638584_785279428262878,video,4/6/2018 1:04,186,398,302,145,35,3,3,0,0
614855718638584_785170478273773,photo,4/5/2018 22:32,18,0,0,18,0,0,0,0,0
614855718638584_784439831680171,video,4/5/2018 6:31,174,332,145,155,18,0,1,0,0
614855718638584_784206488370172,video,4/5/2018 1:05,38,0,14,38,0,0,0,0,0
614855718638584_784199911704163,video,4/5/2018 1:02,156,464,288,94,56,1,4,0,1
614855718638584_784139985043489,photo,4/4/2018 23:28,19,0,1,19,0,0,0,0,0
614855718638584_783400835117404,video,4/4/2018 6:30,122,307,131,87,33,0,0,1,1
614855718638584_783160765141411,video,4/4/2018 1:07,110,335,123,77,31,1,1,0,0
614855718638584_782134241910730,video,4/3/2018 1:05,164,626,184,119,44,0,1,0,0
614855718638584_781398615317626,photo,4/2/2018 7:19,15,0,0,15,0,0,0,0,0
614855718638584_781378401986314,video,4/2/2018 7:04,148,347,146,104,39,1,3,0,1
614855718638584_781183122005842,photo,4/2/2018 2:09,6,0,0,6,0,0,0,0,0
614855718638584_781133195344168,video,4/2/2018 1:06,106,324,138,82,21,1,2,0,0
614855718638584_781071988683622,photo,4/1/2018 23:21,14,0,0,14,0,0,0,0,0
614855718638584_780465852077569,photo,4/1/2018 7:58,26,0,0,26,0,0,0,0,0
614855718638584_780437478747073,photo,4/1/2018 7:31,20,0,0,20,0,0,0,0,0
614855718638584_780406242083530,video,4/1/2018 7:17,95,295,84,55,35,0,4,1,0
614855718638584_780135428777278,video,4/1/2018 1:03,150,526,255,114,36,0,0,0,0
614855718638584_780014298789391,video,3/31/2018 22:06,18,1,3,18,0,0,0,0,0
614855718638584_779413045516183,video,3/31/2018 7:04,146,864,199,107,37,0,0,1,1
614855718638584_779151068875714,video,3/31/2018 1:06,163,341,173,109,53,0,1,0,0
614855718638584_778392678951553,video,3/30/2018 7:05,150,398,187,105,38,2,3,1,1
614855718638584_778121992311955,video,3/30/2018 1:00,115,281,151,81,33,0,0,1,0
614855718638584_777384082385746,video,3/29/2018 6:31,155,375,233,112,41,0,2,0,0
614855718638584_777148239075997,video,3/29/2018 1:10,168,703,160,116,49,0,3,0,0
614855718638584_776355682488586,video,3/28/2018 6:32,158,623,155,114,37,1,2,2,2
614855718638584_776106609180160,video,3/28/2018 1:07,163,1138,200,116,43,3,0,0,1
614855718638584_775990839191737,photo,3/27/2018 22:21,19,0,1,18,1,0,0,0,0
614855718638584_775308989259922,video,3/27/2018 7:00,182,353,126,125,50,2,4,0,1
614855718638584_775121852611969,photo,3/27/2018 2:44,29,0,1,29,0,0,0,0,0
614855718638584_775031399287681,video,3/27/2018 0:59,164,447,170,117,39,3,4,0,1
614855718638584_774970742627080,photo,3/26/2018 23:21,23,0,0,23,0,0,0,0,0
614855718638584_774960969294724,photo,3/26/2018 23:07,7,0,0,7,0,0,0,0,0
614855718638584_774278089363012,video,3/26/2018 7:06,116,250,111,68,45,0,2,1,0
614855718638584_774029266054561,video,3/26/2018 1:06,16,0,0,15,1,0,0,0,0
614855718638584_774021899388631,video,3/26/2018 1:03,143,417,163,95,41,3,4,0,0
614855718638584_773960902728064,photo,3/25/2018 23:18,18,0,0,17,1,0,0,0,0
614855718638584_773948752729279,photo,3/25/2018 23:00,8,0,1,7,1,0,0,0,0
614855718638584_773286912795463,video,3/25/2018 7:01,144,383,196,87,54,0,3,0,0
614855718638584_773011859489635,video,3/25/2018 1:09,158,324,215,119,33,1,5,0,0
614855718638584_772241086233379,photo,3/24/2018 7:31,6,0,0,6,0,0,0,0,0
614855718638584_772221892901965,photo,3/24/2018 7:12,22,0,0,22,0,0,0,0,0
614855718638584_772208812903273,video,3/24/2018 7:02,121,442,104,73,48,0,0,0,0
614855718638584_771992799591541,photo,3/24/2018 2:12,26,0,1,26,0,0,0,0,0
614855718638584_771928272931327,video,3/24/2018 1:01,153,339,187,107,42,1,2,0,1
614855718638584_771824122941742,photo,3/23/2018 22:26,10,0,0,10,0,0,0,0,0
614855718638584_771222659668555,photo,3/23/2018 8:05,13,0,0,13,0,0,0,0,0
614855718638584_771153439675477,video,3/23/2018 7:01,202,323,166,132,67,0,3,0,0
614855718638584_770889426368545,video,3/23/2018 1:07,29,0,1,29,0,0,0,0,0
614855718638584_770882869702534,video,3/23/2018 1:07,151,328,135,92,52,0,3,0,4
614855718638584_770143079776513,video,3/22/2018 7:37,132,263,43,106,25,0,0,1,0
614855718638584_770067063117448,video,3/22/2018 6:34,145,142,97,93,52,0,0,0,0
614855718638584_769793389811482,video,3/22/2018 1:06,150,388,201,98,47,0,4,0,1
